word,similarity,功能,过程,领域
回首,0.1024,秩序,执法,国际
达到,0.1024,规范,执法,国际
擦亮,0.1024,规范,执法,科技
做,0.1023,规范,守法,环保
自贸区,0.1022,秩序,立法,国际
首都,0.1022,秩序,立法,国际
团队,0.102,规范,司法,科技
对接,0.102,规范,司法,科技
纲举目张,0.1016,合法性,立法,政治
发展中国家,0.1015,秩序,立法,国际
地区,0.1015,秩序,立法,国际
面向未来,0.1013,合法性,司法,科技
拥有,0.1012,秩序,执法,国际
编者按,0.1012,秩序,司法,科技
激发起,0.1011,合法性,守法,社会
呼唤,0.1011,规范,守法,社会
来论,0.101,规范,守法,环保
小康,0.1008,秩序,守法,经济
反响,0.1008,秩序,司法,国际
最大公约数,0.1006,秩序,守法,社会
审视,0.1006,合法性,守法,政治
趋势,0.1005,秩序,司法,经济
分歧,0.1005,合法性,执法,政治
稳健,0.1004,秩序,守法,经济
大型,0.1003,规范,执法,科技
全面进步,0.1002,规范,守法,政治
口号,0.1002,合法性,守法,环保
勇气,0.1001,合法性,司法,政治
赢得,0.1001,秩序,守法,国际
所有制,0.1001,规范,守法,经济
因地制宜,0.1,规范,立法,环保
感染,0.0999,合法性,执法,国际
系列报道,0.0998,规范,司法,社会
品质,0.0997,规范,执法,环保
扶贫,0.0997,规范,执法,环保
民企,0.0996,规范,司法,经济
越来越,0.0995,规范,守法,环保
说到底,0.0995,秩序,守法,政治
成功,0.0995,规范,司法,国际
偏,0.0994,规范,司法,政治
追求,0.0993,秩序,守法,社会
破题,0.099,规范,立法,科技
亿万,0.0989,秩序,守法,社会
供给,0.0989,规范,司法,经济
青春,0.0988,规范,守法,科技
号角,0.0987,规范,立法,科技
诠释,0.0985,秩序,执法,科技
观看,0.0984,规范,执法,国际
哪,0.0982,规范,执法,科技
公里,0.0982,规范,司法,环保
因素,0.0981,秩序,司法,经济
产业,0.0973,规范,立法,科技
目标,0.0972,规范,立法,经济
贵州,0.0971,规范,司法,科技
勾勒,0.0968,规范,执法,经济
强烈,0.0967,秩序,司法,政治
承载,0.0966,秩序,立法,科技
最佳,0.0965,规范,司法,国际
这场,0.0965,秩序,司法,科技
上线,0.0965,规范,司法,国际
能量,0.0965,秩序,司法,经济
首次,0.0964,合法性,执法,国际
试金石,0.0964,合法性,守法,政治
衡量,0.0961,规范,守法,政治
纵横,0.096,规范,守法,经济
专场,0.0958,规范,司法,国际
真挚,0.0958,秩序,司法,政治
行者,0.0958,秩序,守法,环保
善用,0.0957,规范,守法,科技
相信,0.0952,秩序,守法,经济
人类,0.0952,秩序,司法,国际
国强,0.0947,秩序,守法,社会
照进,0.0945,合法性,司法,社会
明天,0.0945,秩序,执法,科技
京津冀,0.0945,规范,执法,科技
主观,0.0943,合法性,司法,社会
最好,0.094,规范,司法,国际
满足,0.094,规范,立法,经济
交汇,0.0939,秩序,立法,科技
全军,0.0937,规范,司法,政治
信息时代,0.0936,规范,守法,社会
竞争力,0.0936,合法性,守法,科技
出发,0.0936,秩序,立法,国际
大气污染,0.0934,规范,执法,环保
落地生根,0.0933,合法性,立法,环保
广大党员,0.0933,规范,守法,政治
循环,0.0929,规范,守法,环保
观察,0.0929,秩序,司法,经济
步入,0.0929,秩序,执法,经济
毫不动摇,0.0928,规范,守法,经济
意味着,0.0927,合法性,执法,经济
奋斗,0.0926,秩序,守法,科技
先锋,0.0924,规范,守法,科技
撬动,0.0921,规范,立法,科技
前海,0.0921,合法性,司法,科技
当今世界,0.0916,秩序,执法,国际
成绩,0.0914,合法性,立法,经济
旅游,0.0913,规范,执法,经济
习,0.0912,规范,立法,政治
能,0.0912,规范,司法,科技
舞台,0.0908,秩序,司法,科技
实,0.0908,规范,司法,政治
疫苗,0.0907,合法性,立法,国际
田,0.0905,规范,司法,科技
战斗力,0.0904,合法性,执法,政治
谈判,0.0904,合法性,立法,国际
理想,0.0904,规范,守法,政治
中小企业,0.0902,规范,司法,经济
十大,0.0901,规范,守法,科技
战略,0.09,规范,立法,科技
为官,0.09,规范,守法,政治
维度,0.09,合法性,执法,社会
实实在在,0.0896,秩序,司法,环保
蔓延,0.0896,秩序,执法,经济
之道,0.0895,秩序,守法,政治
路子,0.0895,规范,守法,经济
局势,0.0891,秩序,执法,经济
大于,0.089,合法性,执法,科技
找准,0.0887,规范,立法,科技
全篇,0.0887,合法性,立法,政治
激励,0.0887,规范,守法,科技
践,0.0886,秩序,守法,环保
痛点,0.0885,规范,司法,环保
探访,0.0883,规范,司法,环保
牛鼻子,0.0883,规范,守法,科技
人民日报,0.0882,规范,司法,经济
释放,0.0881,规范,司法,经济
谋发展,0.088,秩序,立法,经济
变成,0.088,合法性,司法,环保
职工群众,0.0879,规范,守法,社会
久久,0.0879,规范,守法,环保
大国,0.0879,秩序,守法,国际
钟声,0.0878,秩序,司法,国际
定向,0.0878,规范,立法,科技
典范,0.0878,秩序,守法,国际
视线,0.0875,规范,执法,社会
侧,0.0873,规范,立法,经济
以此,0.0871,规范,守法,社会
融资,0.0871,规范,司法,经济
美国,0.0871,合法性,立法,国际
凌驾于,0.0871,合法性,守法,政治
基层干部,0.0871,规范,执法,科技
机遇,0.087,秩序,守法,经济
金融机构,0.0869,规范,司法,经济
达成,0.0869,秩序,执法,国际
阔步,0.0868,秩序,立法,科技
政党,0.0867,合法性,立法,政治
复产,0.0867,秩序,守法,经济
强军,0.0865,规范,立法,政治
融通,0.0864,规范,司法,科技
平凡,0.0862,秩序,守法,政治
低碳,0.0862,规范,守法,环保
见,0.0859,秩序,执法,环保
创造,0.0857,规范,守法,经济
运动,0.0856,规范,立法,国际
高压,0.0856,规范,执法,环保
不想,0.0854,规范,守法,政治
更高,0.0852,规范,守法,环保
闯,0.0851,合法性,守法,科技
效应,0.0848,规范,守法,经济
绿色,0.0848,规范,守法,环保
用人,0.0847,规范,执法,政治
力争,0.0847,规范,执法,科技
亮点,0.0846,规范,立法,环保
岗位,0.0846,规范,执法,环保
青年,0.0845,规范,立法,科技
定制,0.0844,规范,司法,环保
新起点,0.084,秩序,立法,国际
员工,0.0839,规范,守法,环保
补短,0.0838,规范,守法,科技
万人次,0.0837,规范,司法,国际
干部群众,0.0837,规范,司法,社会
评论,0.0834,合法性,立法,经济
大潮,0.083,秩序,守法,经济
贵在,0.0829,规范,守法,社会
期待,0.0828,秩序,立法,国际
大变局,0.0826,秩序,守法,科技
用户,0.0824,规范,司法,国际
联训,0.0823,规范,执法,国际
带头人,0.0821,规范,守法,科技
吸引,0.082,规范,守法,科技
产能,0.082,秩序,执法,经济
牢不可破,0.0819,秩序,执法,政治
状态,0.0816,秩序,执法,经济
一流,0.0813,规范,守法,科技
美好生活,0.0812,规范,立法,经济
观众,0.0812,秩序,执法,国际
实体,0.0809,规范,司法,经济
赢,0.0808,秩序,司法,国际
出行,0.0807,规范,执法,环保
紧密,0.0806,秩序,立法,科技
人群,0.0805,规范,立法,社会
一代,0.0804,秩序,守法,科技
擘画,0.0804,合法性,立法,经济
向往,0.0802,秩序,立法,经济
扎扎实实,0.08,规范,司法,政治
全球性,0.08,秩序,执法,国际
前列,0.0798,合法性,守法,经济
精细,0.0797,规范,执法,环保
奏响,0.0795,秩序,执法,科技
新冠,0.0794,秩序,立法,国际
强弱,0.0794,秩序,执法,政治
肺炎,0.0793,秩序,司法,国际
干事,0.0792,规范,守法,政治
扩大开放,0.0791,秩序,司法,经济
强劲,0.0789,秩序,执法,经济
早日,0.0784,秩序,立法,国际
家园,0.0783,秩序,执法,社会
疫情,0.0779,秩序,司法,经济
打赢,0.0777,秩序,司法,科技
变,0.0776,秩序,执法,经济
之光,0.0774,秩序,立法,科技
精准,0.0774,规范,司法,科技
照亮,0.0772,秩序,守法,社会
贫困,0.0772,秩序,司法,经济
不断前进,0.0771,秩序,立法,政治
攻克,0.077,秩序,司法,科技
大势,0.0766,秩序,立法,经济
政商,0.0763,规范,守法,经济
更优,0.0757,规范,守法,经济
收获,0.0755,规范,执法,环保
空气,0.0752,规范,执法,环保
能动,0.0749,秩序,司法,环保
山水,0.0745,秩序,执法,环保
走近,0.0742,秩序,司法,科技
战略性,0.074,合法性,立法,经济
形式主义,0.074,规范,执法,政治
深水,0.0736,规范,立法,科技
闭幕,0.0736,规范,立法,国际
实战,0.0733,合法性,执法,政治
命脉,0.0727,秩序,守法,科技
国内,0.0724,秩序,执法,国际
复工,0.0723,秩序,守法,经济
力,0.072,合法性,守法,国际
更强,0.0719,秩序,执法,科技
星,0.0718,规范,立法,环保
本期,0.0715,规范,司法,经济
热词,0.0714,规范,司法,经济
契合,0.0714,秩序,立法,国际
全球化,0.0709,秩序,司法,经济
训练,0.0706,规范,执法,科技
信号,0.0706,秩序,司法,国际
治污,0.0701,秩序,执法,环保
聚力,0.0701,规范,司法,科技
脱贫,0.0645,规范,立法,经济
